ticker,period,period_type,source_name,source_category,source_url,final_url,local_path,file_hash,detected_file_type,document_category_raw,document_category_normalized,document_title,source_document_type,consolidated_status,document_score,document_status,tier,manual_review_required,review_reason,notes
NLG,2025-Q3,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q3_financial_statement_b70e7c24682cabd9.pdf,b70e7c24682cabd95d229423896d74a4120ae537f88b948337022522798cfe83,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025-Q3,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE EN_BCTC Hop nhat_Quy 3.2025.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE%20EN_BCTC%20Hop%20nhat_Quy%203.2025.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q3_financial_statement_4725c9bda835de61.pdf,4725c9bda835de617ef59cb8c933eae12f8d365aca8c0afaadfadfae530d33e1,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
SSI,2025-Q3,nan,SSI financial statements 01ID_PATCH1 candidate,company_ir,https://www.ssi.com.vn/upload/files/IR/SSI_Bao_cao_tai_chinh_hop_nhat_Quy_3_nam_2025%20(1).pdf,https://www.ssi.com.vn/upload/files/IR/SSI_Bao_cao_tai_chinh_hop_nhat_Quy_3_nam_2025%20(1).pdf,data\raw\official_finance_documents\01ie\ssi_2025_q3_financial_statement_01d6b4d89d9bad8f.pdf,01d6b4d89d9bad8f7090f0ac66433fad2926ed961e150343a248f2293d0bfe06,pdf,financial_statement,financial_statement,SSI financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
NLG,2025-Q2,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-hop-nhat-en.pdf,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-hop-nhat-en.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q2_financial_statement_fa0f45875eaf46be.pdf,fa0f45875eaf46be960a14bb2fda4b0642e22c585c0a97adc5fba1760f765150,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025-Q2,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/BCTC Q2_Webiste.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/BCTC%20Q2_Webiste.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q2_financial_statement_4b78ed50d5120d57.pdf,4b78ed50d5120d5774dd26b50cda33e33fa1125959ccabc0f942c5328387638b,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2025-Q1,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-hop-nhat-en.pdf,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-hop-nhat-en.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q1_financial_statement_59668b76686afdf2.pdf,59668b76686afdf2e3f33fc2fb625dc2e22bd7360bf524c80604529f357dbdc8,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025-Q1,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/Website_BCTC Hop nhat_QUY 1.2025-VN.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/Website_BCTC%20Hop%20nhat_QUY%201.2025-VN.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q1_financial_statement_3b10ed0b1571f84b.pdf,3b10ed0b1571f84b888b03f51152d77aa52e969a629a1abbc62119a717a84c61,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
NLG,2025,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2025/08/20250804-nlg-bao-cao-soat-xet-ban-nien-2025-hop-nhat-en.pdf,https://www.namlongvn.com/uploads/2025/08/20250804-nlg-bao-cao-soat-xet-ban-nien-2025-hop-nhat-en.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_32478ad3f1aaf25f.pdf,32478ad3f1aaf25f0cf3853fdcad6a8b9d3142bbb873fdb54c617fbc85f2909a,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat 6T %C4%90N2025 SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%206T%20%C4%90N2025%20SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_81c6aae9cf6573bc.pdf,81c6aae9cf6573bc8bc726488e9abd5303ef51d242670241663ec29589d38670,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_7f82e3a18a6d115b.pdf,7f82e3a18a6d115b2a412a78ec3d38a0e27528317e327a4ddc4eea61203d3b7a,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2025,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT_EN.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT_EN.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_fb734e773d9f5ba4.pdf,fb734e773d9f5ba43472bd2a2ec42bb7c95344dbf365546136fc4cd0f774c5b7,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2024-Q4,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/2025 01 24_162 PTSC-BTK_CBTT dinh ky BCTC.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/2025%2001%2024_162%20PTSC-BTK_CBTT%20dinh%20ky%20BCTC.pdf,data\raw\official_finance_documents\01ie\pvs_2024_q4_financial_statement_d40fac3bef48eb45.pdf,d40fac3bef48eb45694e87183c119c7e221a14f023a1f8b45d539f32abb879ac,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,consolidated,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2026-Q1,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Rieng-EN.pdf,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Rieng-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2026_q1_financial_statement_0fbbf7098d277f42.pdf,0fbbf7098d277f42ea05f427a0fa44ecf66adbc0ccce038c7809621ba1b04545,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
PVS,2026-Q1,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/657 PTSC-BTK.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/657%20PTSC-BTK.pdf,data\raw\official_finance_documents\01ie\pvs_2026_q1_financial_statement_3531bd73b2406e28.pdf,3531bd73b2406e28342e6cf44fb9a355d19fbdebccaa93e9d24a5fd746d65ca4,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
SSI,2026-Q1,nan,SSI financial statements 01ID_PATCH1 candidate,company_ir,https://www.ssi.com.vn/upload/files/IR/20260420_SSI_Bao_cao_tai_chinh_rieng_Quy_1_nam_2026(2).pdf,https://www.ssi.com.vn/upload/files/IR/20260420_SSI_Bao_cao_tai_chinh_rieng_Quy_1_nam_2026(2).pdf,data\raw\official_finance_documents\01ie\ssi_2026_q1_financial_statement_b1df1a5365d5b643.pdf,b1df1a5365d5b6430ebc8a2cf88942f440382cac43a2085127f7bfd85231547a,pdf,financial_statement,financial_statement,SSI financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2026,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2026/03/20260318-NLG-CBTT-Bao-cao-tai-chinh-nam-2025-da-kiem-toan-Rieng-EN.pdf,https://www.namlongvn.com/uploads/2026/03/20260318-NLG-CBTT-Bao-cao-tai-chinh-nam-2025-da-kiem-toan-Rieng-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2026_financial_statement_7fd8cf1ae323a2d9.pdf,7fd8cf1ae323a2d94101a3beee3293566ac41a15fe6ebf4cc09dde04236aed99,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
SSI,2026,nan,SSI financial statements 01ID_PATCH1 candidate,company_ir,https://www.ssi.com.vn/upload/files/IR/20260327_SSI_Bao_cao_tai_chinh_rieng_nam_2025_da_kiem_toan.pdf,https://www.ssi.com.vn/upload/files/IR/20260327_SSI_Bao_cao_tai_chinh_rieng_nam_2025_da_kiem_toan.pdf,data\raw\official_finance_documents\01ie\ssi_2026_financial_statement_0dc0c2ac4e53dd69.pdf,0dc0c2ac4e53dd697b8a1e98fba0c5be6cc4f30db70b1a26a9dcbc55084d24c1,pdf,financial_statement,financial_statement,SSI financial statements 01ID_PATCH1 candidate,financial_statement,standalone,165,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal;consolidated_or_audited_signal
PVS,2026,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/2026 03 19_363 PTSC-BTK_CBTT BCTC Cty me Nam 2025.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/2026%2003%2019_363%20PTSC-BTK_CBTT%20BCTC%20Cty%20me%20Nam%202025.pdf,data\raw\official_finance_documents\01ie\pvs_2026_financial_statement_8fad86b624a21068.pdf,8fad86b624a21068ec158cd3a21c36a2f0eb381df4b85f2ab17cc38027b4b9d5,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2025-Q4,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Rieng-EN-1.pdf,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Rieng-EN-1.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q4_financial_statement_bfd0f44d163d9ba2.pdf,bfd0f44d163d9ba2fbff639c611116e0361af6f830373ef9a9cc87f60e524bf0,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
PVS,2025-Q4,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/BCTC Cty me Quy 4 2025_web.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/BCTC%20Cty%20me%20Quy%204%202025_web.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q4_financial_statement_1769d4ac2c734f82.pdf,1769d4ac2c734f821e48a8da02634d6d8cb11659d06f1af5b9c0f832e86b2e46,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
SSI,2025-Q4,nan,SSI financial statements 01ID_PATCH1 candidate,company_ir,https://www.ssi.com.vn/upload/files/IR/20260120_SSI_Bao_cao_tai_chinh_rieng_Quy_4_nam_2025.pdf,https://www.ssi.com.vn/upload/files/IR/20260120_SSI_Bao_cao_tai_chinh_rieng_Quy_4_nam_2025.pdf,data\raw\official_finance_documents\01ie\ssi_2025_q4_financial_statement_73233ee4a95d8939.pdf,73233ee4a95d893910a90ad684e3daba1cc95a73b9afb1a26b3925bf92904d89,pdf,financial_statement,financial_statement,SSI financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2025-Q3,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Rieng_EN.pdf,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Rieng_EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q3_financial_statement_b24fb33eaa63a72c.pdf,b24fb33eaa63a72c986aa1f67f5ec15848b6d48a939a2f016b99f3a8908e9f34,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
PVS,2025-Q3,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE_EN_BCTC Cong ty me_Quy 3.2025.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE_EN_BCTC%20Cong%20ty%20me_Quy%203.2025.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q3_financial_statement_6a27d6097ee6cdee.pdf,6a27d6097ee6cdee43a07fd05515a60100563163dea2244c50afda39c22b04f0,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
SSI,2025-Q3,nan,SSI financial statements 01ID_PATCH1 candidate,company_ir,https://www.ssi.com.vn/upload/files/IR/20251020_SSI_Bao_cao_tai_chinh_rieng_Quy_3_nam_2025.pdf,https://www.ssi.com.vn/upload/files/IR/20251020_SSI_Bao_cao_tai_chinh_rieng_Quy_3_nam_2025.pdf,data\raw\official_finance_documents\01ie\ssi_2025_q3_financial_statement_a5721d8d8afa7504.pdf,a5721d8d8afa75045996d1d5c4711c70ad12b540b88ec233f6e609abfcb5453b,pdf,financial_statement,financial_statement,SSI financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2025-Q2,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-rieng-en.pdf,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-rieng-en.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q2_financial_statement_de711ebde1455505.pdf,de711ebde14555051d66554fb1652c6fc5e947b6de10c1d151813e219ac03802,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
PVS,2025-Q2,nan,PTSC financial statements 01ID_PATCH1 candidate,company_ir,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/1246 PTSC-BTK.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/1246%20PTSC-BTK.pdf,data\raw\official_finance_documents\01ie\pvs_2025_q2_financial_statement_e143fbeef6f75523.pdf,e143fbeef6f755233b7d897423ff1506455599cd121aea748a52182d88cb534a,pdf,financial_statement,financial_statement,PTSC financial statements 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
NLG,2025-Q1,nan,Nam Long financial reports 01ID_PATCH1 candidate,company_ir,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-rieng-en.pdf,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-rieng-en.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q1_financial_statement_5ad4ea3a6d1bda6c.pdf,5ad4ea3a6d1bda6c964dba42dcafea767b10380528978fcdcde310f8f6b4f323,pdf,financial_statement,financial_statement,Nam Long financial reports 01ID_PATCH1 candidate,financial_statement,standalone,140,ACCEPTED_TARGET_BCTC,2,False,,category=financial_statement;bctc_title_url_signal
